comp0_g1_i1	isogroup0
comp3320_g1_i2	isogroup3320
comp3321_g1_i1	isogroup3321
comp3322_g1_i1	isogroup3322
comp3322_g1_i2	isogroup3322
comp3323_g1_i1	isogroup3323
comp3324_g1_i1	isogroup3324
comp3324_g1_i2	isogroup3324
comp3325_g1_i1	isogroup3325
comp3325_g1_i2	isogroup3325
comp3326_g1_i1	isogroup3326
comp3327_g1_i1	isogroup3327
comp3328_g1_i1	isogroup3328
comp3329_g1_i1	isogroup3329
comp3329_g1_i2	isogroup3329
comp3330_g1_i1	isogroup3330
comp3331_g1_i1	isogroup3331
comp3332_g1_i1	isogroup3332
comp3332_g1_i2	isogroup3332
comp3333_g1_i1	isogroup3333
comp3334_g1_i1	isogroup3334
comp3334_g1_i2	isogroup3334
comp3335_g1_i1	isogroup3335
comp3336_g1_i1	isogroup3336
comp3336_g1_i2	isogroup3336
comp3337_g1_i1	isogroup3337
comp3337_g1_i2	isogroup3337
comp3338_g1_i1	isogroup3338
comp3338_g1_i2	isogroup3338
comp3339_g1_i1	isogroup3339
comp3339_g1_i2	isogroup3339
comp3340_g1_i1	isogroup3340
comp3340_g1_i2	isogroup3340
comp3341_g1_i1	isogroup3341
comp3341_g1_i2	isogroup3341
comp3342_g1_i1	isogroup3342
comp3342_g1_i2	isogroup3342
comp3343_g1_i1	isogroup3343
comp3344_g1_i1	isogroup3344
comp3345_g1_i1	isogroup3345
comp3345_g1_i2	isogroup3345
comp3346_g1_i1	isogroup3346
comp3347_g1_i1	isogroup3347
comp3348_g1_i1	isogroup3348
comp3349_g1_i1	isogroup3349
comp3350_g1_i1	isogroup3350
comp3350_g1_i2	isogroup3350
comp3351_g1_i1	isogroup3351
comp3352_g1_i1	isogroup3352
comp3353_g1_i1	isogroup3353
comp3353_g1_i2	isogroup3353
comp3354_g1_i1	isogroup3354
comp3355_g1_i1	isogroup3355
comp3355_g1_i2	isogroup3355
comp3356_g1_i1	isogroup3356
comp3357_g1_i1	isogroup3357
comp3358_g1_i1	isogroup3358
comp3359_g1_i1	isogroup3359
comp3359_g1_i2	isogroup3359
comp3360_g1_i1	isogroup3360
comp3361_g1_i1	isogroup3361
comp3361_g1_i2	isogroup3361
comp3362_g1_i1	isogroup3362
comp3362_g1_i2	isogroup3362
comp3363_g1_i1	isogroup3363
comp3364_g1_i1	isogroup3364
comp3365_g1_i1	isogroup3365
comp3365_g1_i2	isogroup3365
comp3366_g1_i1	isogroup3366
comp3367_g1_i1	isogroup3367
comp3368_g1_i1	isogroup3368
comp3369_g1_i1	isogroup3369
comp3369_g2_i1	isogroup3369
comp3370_g1_i1	isogroup3370
comp3371_g1_i1	isogroup3371
comp3372_g1_i1	isogroup3372
comp3372_g1_i2	isogroup3372
comp3373_g1_i1	isogroup3373
comp3374_g1_i1	isogroup3374
comp3374_g1_i2	isogroup3374
comp3375_g1_i1	isogroup3375
comp3376_g1_i1	isogroup3376
comp3377_g1_i1	isogroup3377
comp3378_g1_i1	isogroup3378
comp3379_g1_i1	isogroup3379
comp3380_g1_i1	isogroup3380
comp3381_g1_i1	isogroup3381
comp3381_g1_i2	isogroup3381
comp3382_g1_i1	isogroup3382
comp3383_g1_i1	isogroup3383
comp3383_g1_i2	isogroup3383
comp3384_g1_i1	isogroup3384
comp3384_g1_i2	isogroup3384
comp3385_g1_i1	isogroup3385
comp3386_g1_i1	isogroup3386
comp3387_g1_i1	isogroup3387
comp3387_g1_i2	isogroup3387
comp3388_g1_i1	isogroup3388
comp3388_g1_i2	isogroup3388
comp3389_g1_i1	isogroup3389
comp3390_g1_i1	isogroup3390
comp3391_g1_i1	isogroup3391
comp3392_g1_i1	isogroup3392
comp3393_g1_i1	isogroup3393
comp3393_g1_i2	isogroup3393
comp3394_g1_i1	isogroup3394
comp3394_g1_i2	isogroup3394
comp3395_g1_i1	isogroup3395
comp3396_g1_i1	isogroup3396
comp3397_g1_i1	isogroup3397
comp3398_g1_i1	isogroup3398
comp3398_g1_i2	isogroup3398
comp3399_g1_i1	isogroup3399
comp3400_g1_i1	isogroup3400
comp3401_g1_i1	isogroup3401
comp3401_g1_i2	isogroup3401
comp3402_g1_i1	isogroup3402
comp3402_g1_i2	isogroup3402
comp3403_g1_i1	isogroup3403
comp3404_g1_i1	isogroup3404
comp3404_g1_i2	isogroup3404
comp3405_g1_i1	isogroup3405
comp3405_g1_i2	isogroup3405
comp3406_g1_i1	isogroup3406
comp3406_g1_i2	isogroup3406
comp3407_g1_i1	isogroup3407
comp3408_g1_i1	isogroup3408
comp3410_g1_i1	isogroup3410
comp3410_g1_i2	isogroup3410
comp3411_g1_i1	isogroup3411
comp3412_g1_i1	isogroup3412
comp3412_g1_i2	isogroup3412
comp3413_g1_i1	isogroup3413
comp3413_g1_i2	isogroup3413
comp3414_g1_i1	isogroup3414
comp3415_g1_i1	isogroup3415
comp3415_g1_i2	isogroup3415
comp3416_g1_i1	isogroup3416
comp3416_g1_i2	isogroup3416
comp3417_g1_i1	isogroup3417
comp3418_g1_i1	isogroup3418
comp3418_g1_i2	isogroup3418
comp3419_g1_i1	isogroup3419
comp3420_g1_i1	isogroup3420
comp3421_g1_i1	isogroup3421
comp3422_g1_i1	isogroup3422
comp3423_g1_i1	isogroup3423
comp3424_g1_i1	isogroup3424
comp3425_g1_i1	isogroup3425
comp3426_g1_i1	isogroup3426
comp3427_g1_i1	isogroup3427
comp3427_g1_i2	isogroup3427
comp3428_g1_i1	isogroup3428
comp3428_g1_i2	isogroup3428
comp3429_g1_i1	isogroup3429
comp3430_g1_i1	isogroup3430
comp3431_g1_i1	isogroup3431
comp3431_g1_i2	isogroup3431
comp3432_g1_i1	isogroup3432
comp3432_g1_i2	isogroup3432
comp3433_g1_i1	isogroup3433
comp3433_g1_i2	isogroup3433
comp3434_g1_i1	isogroup3434
comp3434_g1_i2	isogroup3434
comp3435_g1_i1	isogroup3435
comp3436_g1_i1	isogroup3436
comp3437_g1_i1	isogroup3437
comp3437_g1_i2	isogroup3437
comp3438_g1_i1	isogroup3438
comp3439_g1_i1	isogroup3439
comp3440_g1_i1	isogroup3440
comp3441_g1_i1	isogroup3441
comp3441_g1_i2	isogroup3441
comp3442_g1_i1	isogroup3442
comp3443_g1_i1	isogroup3443
comp3444_g1_i1	isogroup3444
comp3445_g1_i1	isogroup3445
comp3445_g1_i2	isogroup3445
comp3446_g1_i1	isogroup3446
comp3446_g1_i2	isogroup3446
comp3447_g1_i1	isogroup3447
comp3447_g1_i2	isogroup3447
comp3448_g1_i1	isogroup3448
comp3448_g1_i2	isogroup3448
comp3449_g1_i1	isogroup3449
comp3450_g1_i1	isogroup3450
comp3451_g1_i1	isogroup3451
comp3452_g1_i1	isogroup3452
comp3452_g1_i2	isogroup3452
comp3453_g1_i1	isogroup3453
comp3453_g1_i2	isogroup3453
comp3454_g1_i1	isogroup3454
comp3455_g1_i1	isogroup3455
comp3455_g1_i2	isogroup3455
comp3456_g1_i1	isogroup3456
comp3457_g1_i1	isogroup3457
comp3458_g1_i1	isogroup3458
comp3459_g1_i1	isogroup3459
comp3459_g1_i2	isogroup3459
comp3460_g1_i1	isogroup3460
comp3461_g1_i1	isogroup3461
comp3461_g1_i2	isogroup3461
comp3462_g1_i1	isogroup3462
comp3463_g1_i1	isogroup3463
comp3463_g1_i2	isogroup3463
comp3464_g1_i1	isogroup3464
comp3464_g1_i2	isogroup3464
comp3465_g1_i1	isogroup3465
comp3466_g1_i1	isogroup3466
comp3467_g1_i1	isogroup3467
comp3468_g1_i1	isogroup3468
comp3468_g1_i2	isogroup3468
comp3469_g1_i1	isogroup3469
comp3469_g1_i2	isogroup3469
comp3470_g1_i1	isogroup3470
comp3471_g1_i1	isogroup3471
comp3471_g1_i2	isogroup3471
comp3472_g1_i1	isogroup3472
comp3473_g1_i1	isogroup3473
comp3473_g1_i2	isogroup3473
comp3474_g1_i1	isogroup3474
comp3475_g1_i1	isogroup3475
comp3476_g1_i1	isogroup3476
comp3476_g1_i2	isogroup3476
comp3477_g1_i1	isogroup3477
comp3478_g1_i1	isogroup3478
comp3478_g1_i2	isogroup3478
comp3479_g1_i1	isogroup3479
comp3479_g1_i2	isogroup3479
comp3480_g1_i1	isogroup3480
comp3481_g1_i1	isogroup3481
comp3482_g1_i1	isogroup3482
comp3482_g1_i2	isogroup3482
comp3483_g1_i1	isogroup3483
comp3484_g1_i1	isogroup3484
comp3484_g1_i2	isogroup3484
comp3485_g1_i1	isogroup3485
comp3486_g1_i1	isogroup3486
comp3486_g1_i2	isogroup3486
comp3487_g1_i1	isogroup3487
comp3488_g1_i1	isogroup3488
comp3489_g1_i1	isogroup3489
comp3490_g1_i1	isogroup3490
comp3490_g1_i2	isogroup3490
comp3491_g1_i1	isogroup3491
comp3492_g1_i1	isogroup3492
comp3492_g1_i2	isogroup3492
comp3493_g1_i1	isogroup3493
comp3493_g1_i2	isogroup3493
comp3494_g1_i1	isogroup3494
comp3495_g1_i1	isogroup3495
comp3496_g1_i1	isogroup3496
comp3496_g1_i2	isogroup3496
comp3497_g1_i1	isogroup3497
comp3497_g1_i2	isogroup3497
comp3498_g1_i1	isogroup3498
comp3499_g1_i1	isogroup3499
comp3500_g1_i1	isogroup3500
comp3501_g1_i1	isogroup3501
comp3502_g1_i1	isogroup3502
comp3502_g1_i2	isogroup3502
comp3503_g1_i1	isogroup3503
comp3504_g1_i1	isogroup3504
comp3505_g1_i1	isogroup3505
comp3506_g1_i1	isogroup3506
comp3506_g1_i2	isogroup3506
comp3507_g1_i1	isogroup3507
comp3507_g1_i2	isogroup3507
comp3508_g1_i1	isogroup3508
comp3509_g1_i1	isogroup3509
comp3510_g1_i1	isogroup3510
comp3510_g1_i2	isogroup3510
comp3511_g1_i1	isogroup3511
comp3512_g1_i1	isogroup3512
comp3512_g1_i2	isogroup3512
comp3513_g1_i1	isogroup3513
comp3514_g1_i1	isogroup3514
comp3514_g1_i2	isogroup3514
comp3515_g1_i1	isogroup3515
comp3516_g1_i1	isogroup3516
comp3516_g1_i2	isogroup3516
comp3517_g1_i1	isogroup3517
comp3517_g1_i2	isogroup3517
comp3518_g1_i1	isogroup3518
comp3519_g1_i1	isogroup3519
comp3519_g1_i2	isogroup3519
comp3520_g1_i1	isogroup3520
comp3521_g1_i1	isogroup3521
comp3522_g1_i1	isogroup3522
comp3523_g1_i1	isogroup3523
comp3524_g1_i1	isogroup3524
comp3525_g1_i1	isogroup3525
comp3526_g1_i1	isogroup3526
comp3527_g1_i1	isogroup3527
comp3527_g1_i2	isogroup3527
comp3528_g1_i1	isogroup3528
comp3529_g1_i1	isogroup3529
comp3530_g1_i1	isogroup3530
comp3530_g1_i2	isogroup3530
comp3531_g1_i1	isogroup3531
comp3532_g1_i1	isogroup3532
comp3533_g1_i1	isogroup3533
comp3533_g1_i2	isogroup3533
comp3534_g1_i1	isogroup3534
comp3535_g1_i1	isogroup3535
comp3535_g1_i2	isogroup3535
comp3536_g1_i1	isogroup3536
comp3537_g1_i1	isogroup3537
comp3538_g1_i1	isogroup3538
comp3539_g1_i1	isogroup3539
comp3540_g1_i1	isogroup3540
comp3541_g1_i1	isogroup3541
comp3542_g1_i1	isogroup3542
comp3543_g1_i1	isogroup3543
comp3544_g1_i1	isogroup3544
comp3545_g1_i1	isogroup3545
comp3546_g1_i1	isogroup3546
comp3546_g1_i2	isogroup3546
comp3547_g1_i1	isogroup3547
comp3548_g1_i1	isogroup3548
comp3548_g1_i2	isogroup3548
comp3549_g1_i1	isogroup3549
comp3550_g1_i1	isogroup3550
comp3551_g1_i1	isogroup3551
comp3552_g1_i1	isogroup3552
comp3553_g1_i1	isogroup3553
comp3553_g1_i2	isogroup3553
comp3554_g1_i1	isogroup3554
comp3555_g1_i1	isogroup3555
comp3555_g1_i2	isogroup3555
comp3556_g1_i1	isogroup3556
comp3557_g1_i1	isogroup3557
comp3558_g1_i1	isogroup3558
comp3558_g1_i2	isogroup3558
comp3559_g1_i1	isogroup3559
comp3560_g1_i1	isogroup3560
comp3561_g1_i1	isogroup3561
comp3562_g1_i1	isogroup3562
comp3563_g1_i1	isogroup3563
comp3564_g1_i1	isogroup3564
comp3565_g1_i1	isogroup3565
comp3565_g1_i2	isogroup3565
comp3566_g1_i1	isogroup3566
comp3567_g1_i1	isogroup3567
comp3568_g1_i1	isogroup3568
comp3569_g1_i1	isogroup3569
comp3570_g1_i1	isogroup3570
comp3571_g1_i1	isogroup3571
comp3572_g1_i1	isogroup3572
comp3573_g1_i1	isogroup3573
comp3574_g1_i1	isogroup3574
comp3575_g1_i1	isogroup3575
comp3575_g1_i2	isogroup3575
comp3576_g1_i1	isogroup3576
comp3577_g1_i1	isogroup3577
comp3578_g1_i1	isogroup3578
comp3579_g1_i1	isogroup3579
comp3580_g1_i1	isogroup3580
comp3581_g1_i1	isogroup3581
comp3581_g1_i2	isogroup3581
comp3582_g1_i1	isogroup3582
comp3583_g1_i1	isogroup3583
comp3583_g1_i2	isogroup3583
comp3584_g1_i1	isogroup3584
comp3584_g1_i2	isogroup3584
comp3585_g1_i1	isogroup3585
comp3586_g1_i1	isogroup3586
comp3587_g1_i1	isogroup3587
comp3588_g1_i1	isogroup3588
comp3588_g1_i2	isogroup3588
comp3589_g1_i1	isogroup3589
comp3590_g1_i1	isogroup3590
comp3590_g1_i2	isogroup3590
comp3592_g1_i1	isogroup3592
comp3593_g1_i1	isogroup3593
comp3593_g1_i2	isogroup3593
comp3594_g1_i1	isogroup3594
comp3594_g1_i2	isogroup3594
comp3595_g1_i1	isogroup3595
comp3595_g1_i2	isogroup3595
comp3596_g1_i1	isogroup3596
comp3596_g1_i2	isogroup3596
comp3597_g1_i1	isogroup3597
comp3597_g1_i2	isogroup3597
comp3598_g1_i1	isogroup3598
comp3599_g1_i1	isogroup3599
comp3600_g1_i1	isogroup3600
comp3601_g1_i1	isogroup3601
comp3601_g1_i2	isogroup3601
comp3602_g1_i1	isogroup3602
comp3603_g1_i1	isogroup3603
comp3604_g1_i1	isogroup3604
comp3604_g1_i2	isogroup3604
comp3605_g1_i1	isogroup3605
comp3606_g1_i1	isogroup3606
comp3606_g1_i2	isogroup3606
comp3607_g1_i1	isogroup3607
comp3607_g1_i2	isogroup3607
comp3608_g1_i1	isogroup3608
comp3608_g1_i2	isogroup3608
comp3609_g1_i1	isogroup3609
comp3610_g1_i1	isogroup3610
comp3610_g1_i2	isogroup3610
comp3611_g1_i1	isogroup3611
comp3611_g1_i2	isogroup3611
comp3612_g1_i1	isogroup3612
comp3613_g1_i1	isogroup3613
comp3613_g1_i2	isogroup3613
comp3614_g1_i1	isogroup3614
comp3615_g1_i1	isogroup3615
comp3616_g1_i1	isogroup3616
comp3616_g1_i2	isogroup3616
comp3617_g1_i1	isogroup3617
comp3618_g1_i1	isogroup3618
comp3619_g1_i1	isogroup3619
comp3619_g1_i2	isogroup3619
comp3620_g1_i1	isogroup3620
comp3621_g1_i1	isogroup3621
comp3622_g1_i1	isogroup3622
comp3622_g1_i2	isogroup3622
comp3623_g1_i1	isogroup3623
comp3624_g1_i1	isogroup3624
comp3625_g1_i1	isogroup3625
comp3626_g1_i1	isogroup3626
comp3626_g1_i2	isogroup3626
comp3627_g1_i1	isogroup3627
comp3627_g1_i2	isogroup3627
comp3628_g1_i1	isogroup3628
comp3629_g1_i1	isogroup3629
comp3630_g1_i1	isogroup3630
comp3631_g1_i1	isogroup3631
comp3632_g1_i1	isogroup3632
comp3633_g1_i1	isogroup3633
comp3633_g1_i2	isogroup3633
comp3634_g1_i1	isogroup3634
comp3635_g1_i1	isogroup3635
comp3635_g1_i2	isogroup3635
comp3636_g1_i1	isogroup3636
comp3636_g1_i2	isogroup3636
comp3637_g1_i1	isogroup3637
comp3637_g1_i2	isogroup3637
comp3638_g1_i1	isogroup3638
comp3639_g1_i1	isogroup3639
comp3640_g1_i1	isogroup3640
comp3641_g1_i1	isogroup3641
comp3641_g1_i2	isogroup3641
comp3642_g1_i1	isogroup3642
comp3643_g1_i1	isogroup3643
comp3644_g1_i1	isogroup3644
comp3645_g1_i1	isogroup3645
comp3646_g1_i1	isogroup3646
comp3647_g1_i1	isogroup3647
comp3648_g1_i1	isogroup3648
comp3648_g1_i2	isogroup3648
comp3649_g1_i1	isogroup3649
comp3650_g1_i1	isogroup3650
comp3650_g1_i2	isogroup3650
comp3651_g1_i1	isogroup3651
comp3651_g1_i2	isogroup3651
comp3652_g1_i1	isogroup3652
comp3653_g1_i1	isogroup3653
comp3654_g1_i1	isogroup3654
comp3654_g1_i2	isogroup3654
comp3655_g1_i1	isogroup3655
comp3655_g1_i2	isogroup3655
comp3656_g1_i1	isogroup3656
comp3657_g1_i1	isogroup3657
comp3657_g1_i2	isogroup3657
comp3658_g1_i1	isogroup3658
comp3659_g1_i1	isogroup3659
comp3660_g1_i1	isogroup3660
comp3660_g1_i2	isogroup3660
comp3661_g1_i1	isogroup3661
comp3661_g1_i2	isogroup3661
comp3662_g1_i1	isogroup3662
comp3662_g1_i2	isogroup3662
comp3663_g1_i1	isogroup3663
comp3663_g1_i2	isogroup3663
comp3664_g1_i1	isogroup3664
comp3664_g1_i2	isogroup3664
comp3665_g1_i1	isogroup3665
comp3666_g1_i1	isogroup3666
comp3666_g1_i2	isogroup3666
comp3667_g1_i1	isogroup3667
comp3668_g1_i1	isogroup3668
comp3668_g1_i2	isogroup3668
comp3669_g1_i1	isogroup3669
comp3669_g1_i2	isogroup3669
comp3670_g1_i1	isogroup3670
comp3670_g1_i2	isogroup3670
comp3671_g1_i1	isogroup3671
comp3672_g1_i1	isogroup3672
comp3672_g1_i2	isogroup3672
comp3673_g1_i1	isogroup3673
comp3673_g1_i2	isogroup3673
comp3674_g1_i1	isogroup3674
comp3674_g1_i2	isogroup3674
comp3675_g1_i1	isogroup3675
comp3676_g1_i1	isogroup3676
comp3677_g1_i1	isogroup3677
comp3677_g1_i2	isogroup3677
comp3678_g1_i1	isogroup3678
comp3679_g1_i1	isogroup3679
comp3679_g1_i2	isogroup3679
comp3680_g1_i1	isogroup3680
comp3681_g1_i1	isogroup3681
comp3681_g1_i2	isogroup3681
comp3682_g1_i1	isogroup3682
comp3683_g1_i1	isogroup3683
comp3683_g1_i2	isogroup3683
comp3684_g1_i1	isogroup3684
comp3685_g1_i1	isogroup3685
comp3686_g1_i1	isogroup3686
comp3686_g1_i2	isogroup3686
comp3687_g1_i1	isogroup3687
comp3687_g1_i2	isogroup3687
comp3688_g1_i1	isogroup3688
comp3689_g1_i1	isogroup3689
comp3689_g1_i2	isogroup3689
comp3690_g1_i1	isogroup3690
comp3690_g1_i2	isogroup3690
comp3691_g1_i1	isogroup3691
comp3691_g1_i2	isogroup3691
comp3692_g1_i1	isogroup3692
comp3692_g1_i2	isogroup3692
comp3693_g1_i1	isogroup3693
comp3693_g1_i2	isogroup3693
comp3694_g1_i1	isogroup3694
comp3694_g1_i2	isogroup3694
comp3695_g1_i1	isogroup3695
comp3695_g1_i2	isogroup3695
comp3696_g1_i1	isogroup3696
comp3697_g1_i1	isogroup3697
comp3697_g1_i2	isogroup3697
comp3698_g1_i1	isogroup3698
comp3698_g1_i2	isogroup3698
comp3699_g1_i1	isogroup3699
comp3699_g1_i2	isogroup3699
comp3700_g1_i1	isogroup3700
comp3701_g1_i1	isogroup3701
comp3702_g1_i1	isogroup3702
comp3703_g1_i1	isogroup3703
comp3703_g1_i2	isogroup3703
comp3704_g1_i1	isogroup3704
comp3705_g1_i1	isogroup3705
comp3706_g1_i1	isogroup3706
comp3706_g1_i2	isogroup3706
comp3707_g1_i1	isogroup3707
comp3707_g1_i2	isogroup3707
comp3708_g1_i1	isogroup3708
comp3708_g1_i2	isogroup3708
comp3709_g1_i1	isogroup3709
comp3709_g1_i2	isogroup3709
comp3710_g1_i1	isogroup3710
comp3711_g1_i1	isogroup3711
comp3713_g1_i1	isogroup3713
comp3713_g1_i2	isogroup3713
comp3714_g1_i1	isogroup3714
comp3714_g1_i2	isogroup3714
comp3715_g1_i1	isogroup3715
comp3715_g1_i2	isogroup3715
comp3716_g1_i1	isogroup3716
comp3717_g1_i1	isogroup3717
comp3717_g1_i2	isogroup3717
comp3718_g1_i1	isogroup3718
comp3719_g1_i1	isogroup3719
comp3720_g1_i1	isogroup3720
comp3721_g1_i1	isogroup3721
comp3722_g1_i1	isogroup3722
comp3723_g1_i1	isogroup3723
comp3723_g1_i2	isogroup3723
comp3724_g1_i1	isogroup3724
comp3725_g1_i1	isogroup3725
comp3725_g1_i2	isogroup3725
comp3726_g1_i1	isogroup3726
comp3727_g1_i1	isogroup3727
comp3728_g1_i1	isogroup3728
comp3728_g1_i2	isogroup3728
comp3729_g1_i1	isogroup3729
comp3730_g1_i1	isogroup3730
comp3730_g1_i2	isogroup3730
comp3731_g1_i1	isogroup3731
comp3731_g1_i2	isogroup3731
comp3732_g1_i1	isogroup3732
comp3733_g1_i1	isogroup3733
comp3735_g1_i1	isogroup3735
comp3736_g1_i1	isogroup3736
comp3736_g1_i2	isogroup3736
comp3737_g1_i1	isogroup3737
comp3738_g1_i1	isogroup3738
comp3738_g1_i2	isogroup3738
comp3739_g1_i1	isogroup3739
comp3740_g1_i1	isogroup3740
comp3741_g1_i1	isogroup3741
comp3741_g1_i2	isogroup3741
comp3742_g1_i1	isogroup3742
comp3742_g1_i2	isogroup3742
comp3743_g1_i1	isogroup3743
comp3743_g1_i2	isogroup3743
comp3744_g1_i1	isogroup3744
comp3745_g1_i1	isogroup3745
comp3746_g1_i1	isogroup3746
comp3746_g1_i2	isogroup3746
comp3747_g1_i1	isogroup3747
comp3748_g1_i1	isogroup3748
comp3748_g1_i2	isogroup3748
comp3750_g1_i1	isogroup3750
comp3750_g1_i2	isogroup3750
comp3751_g1_i1	isogroup3751
comp3751_g1_i2	isogroup3751
comp3752_g1_i1	isogroup3752
comp3753_g1_i1	isogroup3753
comp3754_g1_i1	isogroup3754
comp3754_g1_i2	isogroup3754
comp3755_g1_i1	isogroup3755
comp3756_g1_i1	isogroup3756
comp3757_g1_i1	isogroup3757
comp3758_g1_i1	isogroup3758
comp3758_g1_i2	isogroup3758
comp3759_g1_i1	isogroup3759
comp3759_g1_i2	isogroup3759
comp3760_g1_i1	isogroup3760
comp3760_g1_i2	isogroup3760
comp3761_g1_i1	isogroup3761
comp3762_g1_i1	isogroup3762
comp3763_g1_i1	isogroup3763
comp3764_g1_i1	isogroup3764
comp3764_g1_i2	isogroup3764
comp3765_g1_i1	isogroup3765
comp3766_g1_i1	isogroup3766
comp3767_g1_i1	isogroup3767
comp3768_g1_i1	isogroup3768
comp3768_g1_i2	isogroup3768
comp3769_g1_i1	isogroup3769
comp3769_g1_i2	isogroup3769
comp3770_g1_i1	isogroup3770
comp3771_g1_i1	isogroup3771
comp3772_g1_i1	isogroup3772
comp3773_g1_i1	isogroup3773
comp3773_g1_i2	isogroup3773
comp3774_g1_i1	isogroup3774
comp3774_g1_i2	isogroup3774
comp3775_g1_i1	isogroup3775
comp3776_g1_i1	isogroup3776
comp3776_g1_i2	isogroup3776
comp3777_g1_i1	isogroup3777
comp3778_g1_i1	isogroup3778
comp3778_g1_i2	isogroup3778
comp3779_g1_i1	isogroup3779
comp3779_g1_i2	isogroup3779
comp3780_g1_i1	isogroup3780
comp3780_g1_i2	isogroup3780
comp3781_g1_i1	isogroup3781
comp3781_g1_i2	isogroup3781
comp3783_g1_i1	isogroup3783
comp3783_g1_i2	isogroup3783
comp3784_g1_i1	isogroup3784
comp3784_g1_i2	isogroup3784
comp3785_g1_i1	isogroup3785
comp3786_g1_i1	isogroup3786
comp3787_g1_i1	isogroup3787
comp3787_g1_i2	isogroup3787
comp3788_g1_i1	isogroup3788
comp3788_g1_i2	isogroup3788
comp3789_g1_i1	isogroup3789
comp3790_g1_i1	isogroup3790
comp3791_g1_i1	isogroup3791
comp3791_g1_i2	isogroup3791
comp3792_g1_i1	isogroup3792
comp3792_g1_i2	isogroup3792
comp3793_g1_i1	isogroup3793
comp3794_g1_i1	isogroup3794
comp3795_g1_i1	isogroup3795
comp3796_g1_i1	isogroup3796
comp3796_g1_i2	isogroup3796
comp3797_g1_i1	isogroup3797
comp3798_g1_i1	isogroup3798
comp3798_g1_i2	isogroup3798
comp3799_g1_i1	isogroup3799
comp3800_g1_i1	isogroup3800
comp3801_g1_i1	isogroup3801
comp3802_g1_i1	isogroup3802
comp3802_g1_i2	isogroup3802
comp3803_g1_i1	isogroup3803
comp3804_g1_i1	isogroup3804
comp3805_g1_i1	isogroup3805
comp3806_g1_i1	isogroup3806
comp3806_g1_i2	isogroup3806
comp3807_g1_i1	isogroup3807
comp3808_g1_i1	isogroup3808
comp3808_g1_i2	isogroup3808
comp3809_g1_i1	isogroup3809
comp3810_g1_i1	isogroup3810
comp3811_g1_i1	isogroup3811
comp3811_g1_i2	isogroup3811
comp3812_g1_i1	isogroup3812
comp3813_g1_i1	isogroup3813
comp3814_g1_i1	isogroup3814
comp3814_g1_i2	isogroup3814
comp3815_g1_i1	isogroup3815
comp3815_g1_i2	isogroup3815
comp3816_g1_i1	isogroup3816
comp3817_g1_i1	isogroup3817
comp3817_g1_i2	isogroup3817
comp3818_g1_i1	isogroup3818
comp3819_g1_i1	isogroup3819
comp3819_g1_i2	isogroup3819
comp3820_g1_i1	isogroup3820
comp3820_g1_i2	isogroup3820
comp3821_g1_i1	isogroup3821
comp3821_g1_i2	isogroup3821
comp3822_g1_i1	isogroup3822
comp3823_g1_i1	isogroup3823
comp3823_g1_i2	isogroup3823
comp3824_g1_i1	isogroup3824
comp3825_g1_i1	isogroup3825
comp3826_g1_i1	isogroup3826
comp3827_g1_i1	isogroup3827
comp3827_g1_i2	isogroup3827
comp3828_g1_i1	isogroup3828
comp3828_g1_i2	isogroup3828
comp3829_g1_i1	isogroup3829
comp3829_g1_i2	isogroup3829
comp3830_g1_i1	isogroup3830
comp3832_g1_i1	isogroup3832
comp3833_g1_i1	isogroup3833
comp3834_g1_i1	isogroup3834
comp3834_g1_i2	isogroup3834
comp3835_g1_i1	isogroup3835
comp3836_g1_i1	isogroup3836
comp3837_g1_i1	isogroup3837
comp3838_g1_i1	isogroup3838
comp3839_g1_i1	isogroup3839
comp3840_g1_i1	isogroup3840
comp3842_g1_i1	isogroup3842
comp3842_g1_i2	isogroup3842
comp3843_g1_i1	isogroup3843
comp3843_g1_i2	isogroup3843
comp3844_g1_i1	isogroup3844
comp3845_g1_i1	isogroup3845
comp3846_g1_i1	isogroup3846
comp3847_g1_i1	isogroup3847
comp3848_g1_i1	isogroup3848
comp3849_g1_i1	isogroup3849
comp3849_g1_i2	isogroup3849
comp3850_g1_i1	isogroup3850
comp3851_g1_i1	isogroup3851
comp3852_g1_i1	isogroup3852
comp3852_g1_i2	isogroup3852
comp3853_g1_i1	isogroup3853
comp3853_g1_i2	isogroup3853
comp3854_g1_i1	isogroup3854
comp3855_g1_i1	isogroup3855
comp3855_g1_i2	isogroup3855
comp3856_g1_i1	isogroup3856
comp3856_g1_i2	isogroup3856
comp3858_g1_i1	isogroup3858
comp3858_g1_i2	isogroup3858
comp3859_g1_i1	isogroup3859
comp3861_g1_i1	isogroup3861
comp3861_g1_i2	isogroup3861
comp3862_g1_i1	isogroup3862
comp3863_g1_i1	isogroup3863
comp3863_g1_i2	isogroup3863
comp3864_g1_i1	isogroup3864
comp3864_g1_i2	isogroup3864
comp3865_g1_i1	isogroup3865
comp3866_g1_i1	isogroup3866
comp3866_g1_i2	isogroup3866
comp3867_g1_i1	isogroup3867
comp3868_g1_i1	isogroup3868
comp3869_g1_i1	isogroup3869
comp3869_g1_i2	isogroup3869
comp3870_g1_i1	isogroup3870
comp3871_g1_i1	isogroup3871
comp3871_g1_i2	isogroup3871
comp3872_g1_i1	isogroup3872
